brand,model,year,price,mileage,fuel,location,color,source,crawl_date
Mitsubishi,Xpander Cross,2024,610000000,45000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2016,590000000,80000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Sonet Premium,2023,550000000,20000,Điện,Quảng Ninh,Trắng,bonbanh,2025-12-30
Hyundai,Elantra 2.0,2018,410000000,51000,Điện,Bình Dương,Trắng,bonbanh,2025-12-30
Ford,Territory Titanium,2024,820000000,17000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Lexus,IS 300,2021,1680000000,44680,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Audi,Q7 45,2023,2879000000,32186,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mazda,1.5L,2019,520000000,54836,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
BMW,Series,2018,720000000,3600,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Honda,CRV 2.0,2014,445000000,90000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Nissan,Almera VL,2023,445000000,72000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Mercedes,Benz C,2015,495000000,109000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mazda,1.6,2010,235000000,150000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2019,870000000,60000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Corolla Cross,2021,650000000,56000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
2024,Lynk,2024,839000000,21000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Hyundai,Custin Tiêu,2023,765000000,48000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Yaris 1.5G,2019,430000000,60000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,SantaFe Cao,2021,965000000,40000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Geely,Coolray Flagship,2025,550000000,8000,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Mazda,CX5 Premium,2024,865000000,28000,Xăng,Bình Dương,Đỏ,bonbanh,2025-12-30
Audi,A8 L,2022,3680000000,26000,Điện,Hà Nội,Xanh,bonbanh,2025-12-30
Lexus,RX 350h,2025,3500000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,Limo Green,2025,709000000,0,Điện,TP.HCM,Bạc,bonbanh,2025-12-30
Kia,Cerato 1.6,2019,455000000,75000,Điện,Hải Phòng,Trắng,bonbanh,2025-12-30
Lexus,LX 600,2024,8680000000,500,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2022,3490000000,37000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Ford,Ranger Raptor,2023,1100000000,28000,Dầu,Khác,Đỏ,bonbanh,2025-12-30
Kia,Sportage Signature,2022,860000000,45000,Xăng,Long An,Đỏ,bonbanh,2025-12-30
Toyota,Alphard 2.4,2024,4999000000,13000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz GLC,2021,1099000000,46000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
BMW,X3 xDrive30i,2024,2100000000,8500,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Vinfast,Herio Green,2025,479000000,0,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Toyota,Prado LC250,2025,3400000000,0,Điện,TP.HCM,Đen,bonbanh,2025-12-30
Ford,Ranger Raptor,2025,1230000000,4000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2020,1139000000,70000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz S,2015,1180000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Volkswagen,Polo 1.6,2017,235000000,65000,Xăng,Khác,Đen,bonbanh,2025-12-30
Mercedes,Benz CLA,2014,459000000,52000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mazda,CX5 2.5,2016,468000000,110000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Accent 1.4,2023,485000000,10000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Raize G,2022,460000000,290000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Kia,Carnival Signature,2022,1135000000,58000,Dầu,Đà Nẵng,Đỏ,bonbanh,2025-12-30
Lexus,RX 350,2016,2050000000,90000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,RX 300,2022,2860000000,68000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2017,670000000,70000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Corolla altis,2023,650000000,33000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,CX8 Premium,2022,845000000,72000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Honda,CRV e:HEV,2024,1280000000,28000,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz GLS,2020,3279000000,69900,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Yaris 1.5G,2018,435000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Porsche,Carrera,2021,8979000000,8000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Mazda,CX8 Premium,2024,1020000000,20000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Veloz Cross,2025,620000000,25000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Land Cruiser,2023,5299000000,21000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Corolla Cross,2025,843000000,0,Điện,Hải Phòng,Trắng,bonbanh,2025-12-30
Toyota,Vios E,2025,417000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2025,819000000,0,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Audi,Q5 2.0,2017,999000000,102000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Land Cruiser,2025,4580000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2022,1866000000,25000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Ranger XLS,2018,495000000,9,Dầu,Hà Nội,Vàng,bonbanh,2025-12-30
Mitsubishi,Xpander Cross,2025,600000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Isuzu,Dmax Hi,2025,680000000,0,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,RX 350,2023,3299000000,180000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Kia,Sportage Signature,2025,935000000,4300,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Honda,HRV L,2018,485000000,94000,Điện,Bình Dương,Trắng,bonbanh,2025-12-30
MG,1.5,2025,310000000,0,Xăng,Nghệ An,Trắng,bonbanh,2025-12-30
BMW,X5 xDrive40i,2024,3779000000,7000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Lexus,LX 600,2025,8590000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2022,7268000000,3000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Mclaren,S 4.0,2017,4800000000,12000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Ford,Everest Ambiente,2025,1055000000,3000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Territory Trend,2025,692000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Seltos Luxury,2021,569000000,0,Xăng,Hải Phòng,Vàng,bonbanh,2025-12-30
Vinfast,VF8 S,2024,700000000,10,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Honda,City G,2025,440000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Land Cruiser,2019,3950000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz GLC,2022,1480000000,40000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
BMW,Series,2010,635000000,15000,Xăng,Hà Nội,Xám,bonbanh,2025-12-30
2009,LandRover,2009,1230000000,0,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Toyota,Yaris 1.3,2009,215000000,0,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Ford,Ranger Wildtrak,2019,560000000,110000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Honda,CRV 2.0,2016,485000000,90000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Ford,Ranger XLS,2025,655000000,0,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Audi,Q7 2.0,2018,1540000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Grand Starex,2016,475000000,0,Dầu,TP.HCM,Bạc,bonbanh,2025-12-30
Lexus,RX 350,2018,2599000000,74000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Seltos Premium,2022,636000000,15000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Ranger Wildtrak,2019,620000000,90000,Dầu,Hà Nội,Vàng,bonbanh,2025-12-30
Honda,CRV 2.0,2015,460000000,71000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Volvo,XC90 Recharge,2021,2790000000,50000,Điện,Hà Nội,Xanh,bonbanh,2025-12-30
Mercedes,Benz E,2010,290000000,100000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz C,2017,668000000,60000,Xăng,Hà Nội,Xám,bonbanh,2025-12-30
Mazda,BT50 Luxury,2021,480000000,110000,Dầu,Bình Dương,Trắng,bonbanh,2025-12-30
Ford,Ranger XLS,2020,540000000,57000,Dầu,Hà Nội,Đỏ,bonbanh,2025-12-30
BMW,Series,2018,1039000000,32000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Lexus,RX 350,2012,1039000000,120000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2021,1299000000,51000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
2014,LandRover,2014,2489000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Innova 2.0E,2015,330000000,120723,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Mazda,BT50 Luxury,2019,440000000,120000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,Lux A,2022,485000000,0,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Mazda,CX5 Luxury,2023,735000000,43000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Lexus,RX 350,2023,3350000000,13000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Sonet Premium,2021,515000000,28000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Honda,CRV 2.4,2017,530000000,80000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,SantaFe Cao,2021,965000000,44000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Porsche,Panamera 3.0,2021,4290000000,35000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Vios E,2021,338000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Everest Titanium,2021,792000000,260000,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Toyota,Veloz Cross,2024,590000000,32000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Kia,K3 1.6,2015,380000000,100000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Volkswagen,Viloran Luxury,2025,2288000000,0,Xăng,TP.HCM,Bạc,bonbanh,2025-12-30
Toyota,Land Cruiser,2025,4580000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2022,1198000000,20000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Chevrolet,Captiva LTZ,2009,280000000,100,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz GLC,2022,1799000000,29000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mitsubishi,Pajero Sport,2019,735000000,56000,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Honda,CRV L,2019,739000000,50000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
2014,LandRover,2014,1850000000,135000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Lexus,NX 350,2023,2799000000,38000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
MG,1.5,2024,310000000,25000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz E,2021,1398000000,60000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,RX 300,2021,2850000000,50000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Porsche,Macan 2.0,2021,2980000000,35000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Hyundai,Kona Đặc,2018,455000000,60000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
BMW,X3 sDrive20i,2024,1889000000,6800,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Accent Đặc,2025,479000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Volvo,XC60 Inscription,2022,1650000000,50000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Ford,Ranger XLS,2025,605000000,0,Dầu,Hà Nội,Xám,bonbanh,2025-12-30
Vinfast,VF7 Eco,2025,679000000,0,Điện,Hà Nội,Xanh,bonbanh,2025-12-30
Ford,Ranger Raptor,2024,1190000000,13000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,ES 250,2016,1199000000,120000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2023,2148000000,48000,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-30
Honda,City RS,2025,504000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Ford,Ranger XLS,2025,595000000,0,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz S,2022,3579000000,50000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Lexus,RX 350h,2025,3500000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,CX8 Premium,2023,899000000,44000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,CX5 2.0,2014,405000000,110000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,LM 300h,2020,4890000000,32000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Everest Titanium,2020,845000000,65000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Kia,Seltos Premium,2022,615000000,310000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,CX5 Premium,2023,805000000,48000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Sonet Premium,2024,595000000,7000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF e34,2022,420000000,63000,Điện,Hà Nội,Xanh,bonbanh,2025-12-30
Vinfast,Lux SA,2020,565000000,820000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Seltos Premium,2024,709000000,10000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Honda,CRV L,2024,1048000000,180000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Everest Titanium,2024,1199000000,48000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Carens 1.4T,2025,730000000,15000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
BMW,Series,2025,1465000000,5000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Kia,Carens 1.5G,2024,625000000,26000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,1.5L,2024,599000000,22000,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-30
Vinfast,Lux A,2022,555000000,40000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Isuzu,MU-X B7,2022,825000000,50700,Dầu,Khác,Đen,bonbanh,2025-12-30
Toyota,Prado VX,2021,2480000000,120000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Chevrolet,Spark Duo,2017,105000000,120000,Điện,Hà Nội,Cam,bonbanh,2025-12-30
Mercedes,Benz E,2020,1438000000,34000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz E,2025,2509000000,0,Hybrid,TP.HCM,Trắng,bonbanh,2025-12-30
Toyota,Alphard Luxury,2019,2999000000,60000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Vios E,2021,405000000,52000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2025,1870000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Toyota,Vios G,2022,469000000,20000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Mercedes,Benz GLC,2024,2468000000,4300,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF8 Plus,2023,789000000,48000,Điện,Long An,Đỏ,bonbanh,2025-12-30
Mercedes,Benz E,2019,1099000000,64000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
MG,Standard,2024,420000000,140000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Land Cruiser,2025,4580000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2018,680000000,84000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF5 Plus,2025,482000000,0,Điện,Hà Nội,Xanh,bonbanh,2025-12-30
Mini,Cooper Clubman,2016,1070000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2022,3469000000,21000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Raize G,2024,499000000,10000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Kia,Seltos Luxury,2022,585000000,40000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
MG,ZS Luxury,2024,515000000,24000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,RX 350,2024,3449000000,20000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2023,2159000000,25000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz E,2022,1759000000,55000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
BMW,X5 xDrive40i,2025,3789000000,1500,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mazda,CX3 Luxury,2025,610000000,4200,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Lexus,RX 350L,2021,3190000000,90000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Volvo,XC90 T6,2017,1379000000,160000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Raize G,2024,515000000,3300,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Ranger Raptor,2021,995000000,63000,Dầu,TP.HCM,Đen,bonbanh,2025-12-30
Ford,Everest Titanium,2022,1160000000,19000,Điện,Quảng Ninh,Trắng,bonbanh,2025-12-30
Honda,CRV G,2018,620000000,97000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2019,868000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Territory Titanium,2025,930000000,2000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Porsche,Panamera 3.0,2018,3339000000,70000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Porsche,Panamera 3.6,2010,795000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Lexus,NX 300,2018,1660000000,100000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,1.5L,2022,535000000,50000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Vinfast,VF9 Eco,2025,1267000000,0,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Chevrolet,Trailblazer LTZ,2018,565000000,86000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF5 Plus,2025,506000000,0,Điện,Hà Nội,Đồng,bonbanh,2025-12-30
Toyota,Innova Cross,2025,803000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Vinfast,VF7 Plus,2025,782000000,0,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2023,2277000000,22000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz E,2015,595000000,93000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Hyundai,Accent 1.4,2022,420000000,70000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Ford,Ranger Raptor,2024,1188000000,37000,Dầu,TP.HCM,Trắng,bonbanh,2025-12-30
Hyundai,Elantra 1.6,2020,455000000,51000,Xăng,Khác,Trắng,bonbanh,2025-12-30
Hyundai,SantaFe Cao,2022,1109000000,48000,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
BMW,Series,2021,3333000000,60000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Corolla altis,2014,416000000,75000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mitsubishi,Attrage Premium,2021,350000000,68000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Mitsubishi,Outlander 2.0,2016,440000000,80000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-30
Chevrolet,Captiva LTZ,2010,215000000,106000,Điện,TP.HCM,Đỏ,bonbanh,2025-12-30
BMW,X6 xDrive40i,2022,3568000000,16000,Xăng,TP.HCM,Cam,bonbanh,2025-12-30
Mazda,CX5 Premium,2023,785000000,0,Xăng,Hà Nội,Xanh,bonbanh,2025-12-30
Lexus,GX 470,2008,760000000,90000,Xăng,Hà Nội,Vàng,bonbanh,2025-12-30
Mitsubishi,Outlander 2.0,2022,625000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2008,460000000,0,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Toyota,Prado VX,2021,2388000000,90000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Mercedes,Benz GLC,2021,1500000000,65000,Điện,TP.HCM,Xanh,bonbanh,2025-12-30
Toyota,Sienna Limited,2015,1580000000,123747,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Audi,E-tron 50,2022,2530000000,14000,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
MG,Standard,2024,409000000,36000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2019,639000000,80000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,GX 470,2006,730000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Camry 2.0G,2021,819000000,70000,Xăng,Hải Phòng,Đen,bonbanh,2025-12-30
Toyota,Prado VX,2018,1820000000,160000,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Nissan,X trail,2017,465000000,84000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Volvo,XC60 Inscription,2022,1699000000,0,Xăng,Hà Nội,Nâu,bonbanh,2025-12-30
Ford,Transit Tiêu,2023,668000000,0,Dầu,Hà Nội,Bạc,bonbanh,2025-12-30
Toyota,Fortuner 2.4G,2021,900000000,119000,Dầu,TP.HCM,Bạc,bonbanh,2025-12-30
Lexus,RX 350,2011,735000000,98900,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Lexus,RX 350h,2025,3500000000,0,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Mazda,1.5L,2022,579000000,11000,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Ford,Transit Tiêu,2024,670000000,43000,Điện,TP.HCM,Nâu,bonbanh,2025-12-30
Ford,Ranger Wildtrak,2025,810000000,0,Dầu,Hà Nội,Xám,bonbanh,2025-12-30
Toyota,Wigo 1.2G,2019,215000000,90000,Xăng,Khác,Trắng,bonbanh,2025-12-30
Mitsubishi,Xforce Ultimate,2025,615000000,100000,Xăng,Hà Nội,Vàng,bonbanh,2025-12-30
Mercedes,Benz GLE,2022,3499000000,32000,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Kia,Carnival Signature,2022,1155000000,46000,Điện,Bình Dương,Đỏ,bonbanh,2025-12-30
Mazda,CX5 2.0,2020,660000000,39000,Xăng,Hà Nội,Cam,bonbanh,2025-12-30
Ford,Territory Titanium,2025,770000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Ranger Wildtrak,2023,830000000,76000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Corolla GLi,2009,288000000,110000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Ford,Ranger XLS,2021,535000000,0,Dầu,Khác,Bạc,bonbanh,2025-12-30
Mazda,CX 30,2025,684000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Vinfast,VF7 Plus,2025,860000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2017,1651000000,60000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2014,1190000000,131575,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
MG,1.5,2025,305000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Vios 1.5E,2014,215000000,55000,Xăng,Bình Dương,Đỏ,bonbanh,2025-12-30
Ford,Ranger XLS,2025,645000000,0,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Nissan,Sunny XT,2019,275000000,85000,Xăng,Khác,Trắng,bonbanh,2025-12-30
Vinfast,VF3 Plus,2025,265000000,1000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2017,899000000,112000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,RX 300,2021,2880000000,50000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Honda,City 1.5,2016,315000000,100000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
BMW,X3 sDrive20i,2024,1878000000,7000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
BMW,X3 sDrive20i,2024,1888000000,2222,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Ranger XLS,2021,555000000,60000,Dầu,Hà Nội,Xám,bonbanh,2025-12-30
Toyota,Innova 2.0E,2020,440000000,140000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2024,828000000,25000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
2020,LandRover,2020,1999000000,16000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
2023,RAM,2023,4688000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
2023,Jeep,2023,3488000000,0,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
2022,RAM,2022,4300000000,38000,Xăng,TP.HCM,Bạc,bonbanh,2025-12-30
2022,Jeep,2022,3885000000,0,Xăng,TP.HCM,Xám,bonbanh,2025-12-30
MG,ZS Standard,2023,455000000,20000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Toyota,Fortuner 2.5G,2016,560000000,96000,Dầu,Khác,Bạc,bonbanh,2025-12-30
2023,Jeep,2023,3488000000,0,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,0,Xăng,TP.HCM,Xanh,bonbanh,2025-12-30
Audi,TT 2.0,2017,1450000000,35000,Xăng,Bình Dương,Trắng,bonbanh,2025-12-30
