title,url,price_raw,info_raw,source,crawl_date
  Xe mới 2025   Isuzu Dmax Prestige 1.9L 4x2 MT - ,https://bonbanh.com/oto,572 Triệu,"Xe mới | 2025 | Isuzu Dmax Prestige 1.9L 4x2 MT - 2025 | 572 Triệu | TP HCM | Mã: 6394472 | *Xe nhập khẩu, màu trắng, máy dầu 1.9 L, số tay, 5 chỗ ... | Dmax số sàn 2025 nhập khẩu Thái Lan Kích thước tổng thể DxRxC(mm): 5280x1870x1785 Khoảng cách trục(mm): 3.125 _ khoảng cách trục càng lớn thì xe vận hành càng an toàn. Lòng thùng ... | Liên hệ: | Isuzu Vân Nam | 111/2 đường số 18, KP2, P.Bình Hưng Hoà, TP.HCM TP HCM | ĐT: 0901 435 495",bonbanh,2025-12-22
  Xe cũ 2016   Toyota Fortuner TRD Sportivo 4x2 AT,"https://bonbanh.com/oto/page,2",495 Triệu,"Xe cũ | 2016 | Toyota Fortuner TRD Sportivo 4x2 AT - 2016 | 495 Triệu | Quảng Ninh | Mã: 6384597 | *Xe lắp ráp trong nước, màu trắng, máy xăng 2.7 L, số tự động, 7 chỗ ... | Bán Fortuner Sport sản xuất 2016, số tự động, tên tư nhân. Xe đẹp xuất sắc, máy móc nguyên bản, không lỗi nhỏ. ACE có khách vui lòng kết nối để nhận giá tốt nhất. ... | Liên hệ: | Auto Anh Nam | Tổ 3 khu 10, P.Bãi Cháy, TP. Hạ Long Quảng Ninh | ĐT: 0927 048 888",bonbanh,2025-12-22
  Xe cũ 1992   Toyota Land Cruiser II 2.8 MT - 199,"https://bonbanh.com/oto/page,2",385 Triệu,"Xe cũ | 1992 | Toyota Land Cruiser II 2.8 MT - 1992 | 385 Triệu | Hòa Bình | Mã: 6379716 | *Xe nhập khẩu, màu trắng, máy dầu 2.8 L, số tay, 7 chỗ ... | Land Cruiser sản xuất 1992, xe 7 chỗ máy dầu, không niên hạn, xe đẹp nguyên zin tất cả, mọi thứ vẫn đang vận hành tốt, vừa phượt Bắc – Nam về | Liên hệ: | Salon Ô tô Thư Lý | Số 53 Tổ 25, Phường Đồng Tiến, Tp Hòa Bình Hòa Bình | ĐT: 0969 190 577",bonbanh,2025-12-22
"  Xe mới 2025   Chenglong M3 thùng kín 9,9m - 2025","https://bonbanh.com/oto/page,2",980 Triệu,"Xe mới | 2025 | Chenglong M3 thùng kín 9,9m - 2025 | 980 Triệu | Hà Nội | Mã: 6499928 | *Xe nhập khẩu, màu xám, máy dầu , số tay, 2 chỗ ... | Xe tải Chenglong M3 200HP thùng kín 9,9m là xe tải hạng trung, có hai phiên bản động cơ chính (4 máy hoặc 6 máy) với công suất 200HP. Kích thước lọt lòng thùng hàng là khoảng ... | Liên hệ: | Cheng Long Hải Âu Hà Nội | KĐT Hà Phong, Tiền Phong, Mê Linh Hà Nội | ĐT: 0358 941 666",bonbanh,2025-12-22
  Xe cũ 2019   Toyota Land Cruiser 4.6 V8 - 2019  ,"https://bonbanh.com/oto/page,2",4 Tỷ 100 Triệu,"Xe cũ | 2019 | Toyota Land Cruiser 4.6 V8 - 2019 | 4 Tỷ 100 Triệu | Hà Nội | Mã: 6577784 | *Xe nhập khẩu, màu đen, máy xăng 4.6 L, số tự động, 8 chỗ , đã đi 100,000 km ... | Xe LC 200 sản xuất 2019 model 2020 đã có cửa sổ trời, cá nhân đi 10 vạn km, cam kết km luôn. Xe rất đẹp, mời AC qua xem xe thực tế tại Toyota Pháp Vân ạ! Liên hệ ngay để ... | Liên hệ: | Toyota Sure Pháp Vân | Ngã ba Pháp Vân, Phường Hoàng Liệt, Quận Hoàng Mai Hà Nội | ĐT: 0941 885 555 - 0961 967 777",bonbanh,2025-12-22
"  Xe mới 2025   Chenglong M3 thùng kín 9,9m - 2025","https://bonbanh.com/oto/page,3",980 Triệu,"Xe mới | 2025 | Chenglong M3 thùng kín 9,9m - 2025 | 980 Triệu | Hà Nội | Mã: 6499928 | *Xe nhập khẩu, màu xám, máy dầu , số tay, 2 chỗ ... | Xe tải Chenglong M3 200HP thùng kín 9,9m là xe tải hạng trung, có hai phiên bản động cơ chính (4 máy hoặc 6 máy) với công suất 200HP. Kích thước lọt lòng thùng hàng là khoảng ... | Liên hệ: | Cheng Long Hải Âu Hà Nội | KĐT Hà Phong, Tiền Phong, Mê Linh Hà Nội | ĐT: 0358 941 666",bonbanh,2025-12-22
  Xe cũ 2019   Toyota Land Cruiser 4.6 V8 - 2019  ,"https://bonbanh.com/oto/page,3",4 Tỷ 100 Triệu,"Xe cũ | 2019 | Toyota Land Cruiser 4.6 V8 - 2019 | 4 Tỷ 100 Triệu | Hà Nội | Mã: 6577784 | *Xe nhập khẩu, màu đen, máy xăng 4.6 L, số tự động, 8 chỗ , đã đi 100,000 km ... | Xe LC 200 sản xuất 2019 model 2020 đã có cửa sổ trời, cá nhân đi 10 vạn km, cam kết km luôn. Xe rất đẹp, mời AC qua xem xe thực tế tại Toyota Pháp Vân ạ! Liên hệ ngay để ... | Liên hệ: | Toyota Sure Pháp Vân | Ngã ba Pháp Vân, Phường Hoàng Liệt, Quận Hoàng Mai Hà Nội | ĐT: 0941 885 555 - 0961 967 777",bonbanh,2025-12-22
  Xe mới 2025   Hyundai Tucson 2.0 AT Đặc biệt - 2,"https://bonbanh.com/oto/page,3",798 Triệu,"Xe mới | 2025 | Hyundai Tucson 2.0 AT Đặc biệt - 2025 | 798 Triệu | Hà Nội | Mã: 6541924 | *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, 5 chỗ ... | HYUNDAI TUCSON BẢN ĐẶC BIỆT – SỞ HỮU NGAY ƯU ĐÃI KHỦNG! Bạn đang tìm một mẫu SUV sang – đẹp – mạnh mẽ – công nghệ hiện đại Tucson Special chính là lựa chọn hoàn ... | Liên hệ: | Nguyễn Quỳnh | 987 Tam Trinh, Yên Sở, Hoàng Mai Hà Nội | ĐT: 0938 363 296",bonbanh,2025-12-22
  Xe cũ 2009   Hyundai SantaFe SLX - 2009  345 Tri,"https://bonbanh.com/oto/page,3",345 Triệu,"Xe cũ | 2009 | Hyundai SantaFe SLX - 2009 | 345 Triệu | Thái Nguyên | Mã: 6379110 | *Xe nhập khẩu, màu bạc, máy dầu 2.0 L, số tự động, 7 chỗ , đã đi 14,990 km ... | Xe HYUNDAI - Santafe máy dầu tiết kiệm nhiên liệu. Nhập khẩu nguyên chiếc từ Hàn Quốc. Đời 2009, bản SLX, màu bạc, xe được trang bị điều hòa Auto 3 vùng độc lập, cửa nóc, ... | Liên hệ: | Thái An Huy Auto | 188 đường Thống Nhất, TP.Thái Nguyên Thái Nguyên | ĐT: 0975 775 775",bonbanh,2025-12-22
  Xe cũ 2025   Toyota Land Cruiser 3.5 V6 - 2025  ,"https://bonbanh.com/oto/page,3",5 Tỷ 800 Triệu,"Xe cũ | 2025 | Toyota Land Cruiser 3.5 V6 - 2025 | 5 Tỷ 800 Triệu | Hà Nội | Mã: 6577766 | *Xe nhập khẩu, màu đen, máy xăng 3.4 L, số tự động, 7 chỗ , đã đi 6,000 km ... | Toyota Lc300 sản xuất 2025 Lên full bodykit VXR trung đông Chạy 6000km Option : Hud kính , đèn led, phanh khoảng cách , cảnh báo lệch làn, va chạm , hộp lạnh, cốp điện , cửa nóc, ... | Liên hệ: | MT Auto | 88 Tố Hữu, Vạn Phúc, Hà Đông Hà Nội | ĐT: 0905 098 888 - 0935 866 636",bonbanh,2025-12-22
  Xe mới 2025   VinFast Herio Green AT - 2025  499,"https://bonbanh.com/oto/page,3",499 Triệu,"Xe mới | 2025 | VinFast Herio Green AT - 2025 | 499 Triệu | TP HCM | Mã: 6227179 | *Xe lắp ráp trong nước, màu đỏ, xe điện , số tự động, 5 chỗ ... | Herio Green sở hữu thiết kế hiện đại, trẻ trung, cá tính và nổi bật với các lựa chọn phối màu nội ngoại thất, đảm bảo cá nhân hóa theo phong cách sống, cá tính và sở ... | Liên hệ: | Vinfast Đông Sài Gòn | 391 Võ Nguyên Giáp, Phường An Phú, Tp.Thủ Đức TP HCM | ĐT: 0799 266 288",bonbanh,2025-12-22
  Xe mới 2025   MG HS 1.5T DEL - 2025  540 Triệu  ,"https://bonbanh.com/oto/page,3",540 Triệu,"Xe mới | 2025 | MG HS 1.5T DEL - 2025 | 540 Triệu | Bắc Ninh | Mã: 6515821 | *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động, 5 chỗ ... | MG HS được trang bị động cơ xăng 4 xi-lanh, tăng áp, dung tích 1.5L, sinh công suất tối đa 173 mã lực và mô-men xoắn cực đại 275 Nm. Kết nối với đó là hộp số tự động ... | Liên hệ: | MG Bắc Ninh | QL1A, Phù Chẩn, Tx. Từ Sơn Bắc Ninh | ĐT: 0886 636 163",bonbanh,2025-12-22
  Xe cũ 2014   LandRover Range Rover Autobiography,"https://bonbanh.com/oto/page,3",2 Tỷ 580 Triệu,"Xe cũ | 2014 | LandRover Range Rover Autobiography LWB 5.0 - 2014 | 2 Tỷ 580 Triệu | Hà Nội | Mã: 6491559 | *Xe nhập khẩu, màu nâu, máy xăng 5.0 L, số tự động, 4 chỗ , đã đi 104,000 km ... | - RangeRover Autobiography LWB 5.0 bản 5 chỗ , 2014 dki 2016 a . Lăn bánh 6v5 miles. ⚙️Màu đen sơn nóc nâu SV nội thất nâu. Xe đã độ lên form 2021. Cam kết động cơ hộp số nguyên ... | Liên hệ: | T96 Auto | 17 HDi Mạc Thái Tông , Trung Hoà , Cầu Giấy Hà Nội | ĐT: 0941 562 222 - 0888 367 899",bonbanh,2025-12-22
  Xe cũ 2018   Toyota Wigo 1.2G AT - 2018  235 Tri,"https://bonbanh.com/oto/page,3",235 Triệu,"Xe cũ | 2018 | Toyota Wigo 1.2G AT - 2018 | 235 Triệu | Bình Dương | Mã: 6343489 | *Xe nhập khẩu, màu cam, máy xăng 1.2 L, số tự động, 5 chỗ , đã đi 50,000 km ... | Toyota wigo 1.2 AT 2018 đk 2019 nhập khẩu, 0do 5 vạn xe đẹp Văn bản cam kết. - Xe không bị tai nạn. - Xe không bị ngập nước - Xe không phạt nguội. - Giấy tờ pháp lý hợp ... | Liên hệ: | Auto 168 | Bình Đức 1 - P. Thuận Hoà - Tx. Thuận An Bình Dương | ĐT: 0896 222 277 - 0908 848 168",bonbanh,2025-12-22
  Xe cũ 2016   Toyota Fortuner 2.5G - 2016  535 Tr,"https://bonbanh.com/oto/page,3",535 Triệu,"Xe cũ | 2016 | Toyota Fortuner 2.5G - 2016 | 535 Triệu | Hà Nội | Mã: 6526785 | *Xe lắp ráp trong nước, màu bạc, máy dầu 2.5 L, số tay, 7 chỗ , đã đi 150,000 km ... | Fortuner Máy dầu số sàn sản xuất 2016 Xe tư nhân một chủ nguyên dàn ghế nỉ theo xe -Odo 16v bảo dưỡng định kỳ đầy đủ,gầm bệ chắc nịch -Cam kết xe không lỗi(check ... | Liên hệ: | Green Auto | Trụ cầu T50 linh đàm. Yên sở ,Hà nội Hà Nội | ĐT: 0964 666 566",bonbanh,2025-12-22
  Xe cũ 2018   Suzuki Celerio 1.0 AT - 2018  242 T,"https://bonbanh.com/oto/page,3",242 Triệu,"Xe cũ | 2018 | Suzuki Celerio 1.0 AT - 2018 | 242 Triệu | TP HCM | Mã: 6578659 | *Xe nhập khẩu, màu trắng, máy xăng 1.0 L, số tự động, 5 chỗ , đã đi 60,000 km ... | Suzuki Celerio 1.0AT tự động, màu trắng, xe cá nhân sử dụng kỹ, bảo dưỡng full hãng, còn rất mới, dàn vỏ mới thay, xe cực đẹp, bao kiểm tra test hãng toàn quốc. - Xe trang ... | Liên hệ: | Mr Nguyên | KĐT Vạn Phúc, QL13, P. Hiệp Bình Phước, Tp. Thủ Đức TP HCM | ĐT: 0933 688 655",bonbanh,2025-12-22
  Xe cũ 2022   Mercedes Benz G class G63 AMG - 202,"https://bonbanh.com/oto/page,3",9 Tỷ 968 Triệu,"Xe cũ | 2022 | Mercedes Benz G class G63 AMG - 2022 | 9 Tỷ 968 Triệu | TP HCM | Mã: 6587045 | *Xe nhập khẩu, màu xanh, máy xăng 4.0 L, số tự động, 5 chỗ , đã đi 33,000 km ... | cần bán G63 Blu China rất đẹp. sx2022 Full lịch sử hãng options miên man. sơn zin nguyên xe , bán xe cam kết không đâm đụng ngập nước km chuẩn chính hãng, bán xe có Garage Tom bảo ... | Liên hệ: | Tom Autos Center | 529 Nguyễn Oanh, Phường 17, Quận Gò Vấp TP HCM | ĐT: 0919 303 101 - 0912 303 101",bonbanh,2025-12-22
  Xe cũ 2017   Mercedes Benz GLC 300 4Matic - 2017,"https://bonbanh.com/oto/page,3",928 Triệu,"Xe cũ | 2017 | Mercedes Benz GLC 300 4Matic - 2017 | 928 Triệu | Hà Nội | Mã: 6432785 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 88,000 km ... | #Merecdes #GLC300 2017 model 2018 siêu mới , tư nhân 1 chủ , 5,5 vạn miles cực đẹp, đỏ nội thất da bò hết sẩy #BossCar_68levanluong | Liên hệ: | Boss Car | 68 Lê Văn Lương Hà Nội | ĐT: 0983 153 398",bonbanh,2025-12-22
  Xe cũ 2020   Mercedes Benz S class S450L - 2020 ,"https://bonbanh.com/oto/page,3",2 Tỷ 450 Triệu,"Xe cũ | 2020 | Mercedes Benz S class S450L - 2020 | 2 Tỷ 450 Triệu | TP HCM | Mã: 6583761 | *Xe lắp ráp trong nước, màu trắng, máy xăng 3.0 L, số tự động, 5 chỗ , đã đi 30,000 km ... | #Mercedes_S450L lăn bánh chuẩn 30.000 km . Màu trắng nội thất kem siêu hiếm. Lên mâm Maybach S450 . Chỉ 2.4xx anh em đã sở hữu một chiếc xe keng nhất thị trường ! | Liên hệ: | Mr Phong La | Số 01 Lô E - Đường số 1 - KDC Phú Mỹ - Vạn Phát Hưng - P. Phú ... TP HCM | ĐT: 0909 909 109",bonbanh,2025-12-22
  Xe cũ 2020   Kia Seltos Premium 1.4 AT - 2020  5,"https://bonbanh.com/oto/page,3",565 Triệu,"Xe cũ | 2020 | Kia Seltos Premium 1.4 AT - 2020 | 565 Triệu | Hà Nội | Mã: 6581770 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động, 5 chỗ , đã đi 50,000 km ... | VINH QUANG AUTO vừa về chiếc KIA SELTOS 1.4 tubor Premium sx 2020 đăng ký lần đầu 2021 * Cam kết 100% ko tai nạn ko ngập nước + máy số khung gầm keo chỉ và km Zin 100% + Seltos 1.4 ... | Liên hệ: | Vinh Quang Auto | Trụ cầu T50 - T51 (đối diện trường tiểu học Hoàng Liệt - ... Hà Nội | ĐT: 0354 326 868 - 0975 613 655",bonbanh,2025-12-22
  Xe cũ 2024   Mazda 3 1.5L Luxury - 2024  599 Tri,"https://bonbanh.com/oto/page,3",599 Triệu,"Xe cũ | 2024 | Mazda 3 1.5L Luxury - 2024 | 599 Triệu | Hải Phòng | Mã: 6579278 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 22,000 km ... | Xe đã trang bị thêm: cam 360, cảm biến áp suất lốp, cam hành trình trước sau, bảo hiểm thân vỏ mới mua t1/2025,.. Xe trang bị an toàn: cảnh báo va chạm với xe phía trước, ... | Liên hệ: | Minh Chiến Auto | 585 - 700 Trần Tất Văn, Quận Kiến An Hải Phòng | ĐT: 0912 076 872 - 0862 642 444",bonbanh,2025-12-22
  Xe cũ 2019   Hyundai i10 Grand 1.2 AT - 2019  32,"https://bonbanh.com/oto/page,3",328 Triệu,"Xe cũ | 2019 | Hyundai i10 Grand 1.2 AT - 2019 | 328 Triệu | Hà Nội | Mã: 6577408 | *Xe lắp ráp trong nước, màu nâu, máy xăng 1.2 L, số tự động, 5 chỗ , đã đi 87,000 km ... | I10 1.2GLS AT sx 2019, tên tư nhân 1 chủ từ mới, full 2 chìa smarkey, ghế da trải sàn, fim 3M, lốp mới cả dàn mich, đăng kiểm dài 2027, số ngọt gầm chắc điều hoà rét run. ... | Liên hệ: | Vĩnh Cường Auto | QL 131, Thôn Đạc Tài,Xã Sóc Sơn,TP. Hà Nội Hà Nội | ĐT: 0966 789 258 - 0913 003 278",bonbanh,2025-12-22
  Xe cũ 2022   Ford Everest Titanium 2.0L 4x2 AT -,"https://bonbanh.com/oto/page,3",1 Tỷ 50 Triệu,"Xe cũ | 2022 | Ford Everest Titanium 2.0L 4x2 AT - 2022 | 1 Tỷ 50 Triệu | Hà Nội | Mã: 6517132 | *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động, 7 chỗ , đã đi 27,000 km ... | Phú Quý Auto giới thiệu: Ford Everest Titanium 4x2 2022 Odo 2v7km * Phú Quý rất hân hạnh được phục vụ Quý Khách! -- - Phú Quý Auto: Sứ mệnh phục vụ - Hỗ trợ trả góp ... | Liên hệ: | Salon ô tô Phú Quý | Số 6 Phạm Văn Bạch - Yên Hoà - Cầu Giấy Hà Nội | ĐT: 0947 963 888 - 0936 125 888",bonbanh,2025-12-22
  Xe cũ 2018   LandRover Range Rover Evoque HSE - ,"https://bonbanh.com/oto/page,3",1 Tỷ 99 Triệu,"Xe cũ | 2018 | LandRover Range Rover Evoque HSE - 2018 | 1 Tỷ 99 Triệu | Hà Nội | Mã: 6498448 | *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 78,000 km ... | RANGE ROVER EVOQUE 2018 Nếu bạn đang tìm một chiếc SUV nhỏ gọn nhưng vẫn đủ sang, đủ mạnh và đủ “chất”, thì chiếc Evoque 2018 này là lựa chọn đáng cân nhắc. Xe mang ... | Liên hệ: | Thủ Đô Car | 11 Hoàng Quán Chi, Cầu Giấy Hà Nội | ĐT: 0938 274 555 - 0869 159 999",bonbanh,2025-12-22
  Xe cũ 2020   Hyundai i10 Grand 1.2 MT Base - 202,"https://bonbanh.com/oto/page,3",235 Triệu,"Xe cũ | 2020 | Hyundai i10 Grand 1.2 MT Base - 2020 | 235 Triệu | Lào Cai | Mã: 6363646 | *Xe lắp ráp trong nước, màu bạc, máy xăng 1.2 L, số tay, 5 chỗ , đã đi 110,000 km ... | Hyundai Grand i10 1.2 MT Base – Đời 2020 ✓ Số sàn – Máy xăng 1.2L đi 11 vạn ✓ Sản xuất năm 2020 ✓ Xe nhà không kinh doanh ✓ Dòng xe hatchback nhỏ gọn, tiết kiệm nhiên ... | Liên hệ: | Ô tô Ánh Lý - CN Lào Cai | 729 Đường Trần Phú - P. Nam Cường - TP Lào Cai Lào Cai | ĐT: 0965 283 888 - 0369 136 666",bonbanh,2025-12-22
  Xe cũ 2022   Mercedes Benz GLA class GLA 45 S AM,"https://bonbanh.com/oto/page,4",2 Tỷ 99 Triệu,"Xe cũ | 2022 | Mercedes Benz GLA class GLA 45 S AMG 4Matic - 2022 | 2 Tỷ 99 Triệu | TP HCM | Mã: 6369344 | *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 4,500 km ... | Thông thường mẫu xe này khách mua theo cảm tính, yêu thích thể thao, mạnh mẽ, mỗi chiếc xe đều là một tuyệt tác của từng kỹ sư lắp ráp bằng tay: động cơ M139 ""one man one ... | Liên hệ: | Trần Thái Sơn | 51 Đường Số 2, KDC Phú Mỹ, Phường Phú Mỹ, Quận 7 TP HCM | ĐT: 0988 952 262",bonbanh,2025-12-22
  Xe cũ 2009   Honda Civic 1.8 MT - 2009  170 Triệ,"https://bonbanh.com/oto/page,4",170 Triệu,"Xe cũ | 2009 | Honda Civic 1.8 MT - 2009 | 170 Triệu | Hải Phòng | Mã: 6587024 | *Xe lắp ráp trong nước, màu đen, máy xăng 1.8 L, số tay, 5 chỗ ... | Chính chủ (chủ thứ 2) cần bán xe Honda Civic 1.8MT. Xe đang sử dụng, rất tốt chỉ đổ xăng là chạy, bảo dưỡng chi phí hàng năm rất tiết kiệm. Lazang đúc, 4 bánh phanh đĩa, ... | Liên hệ: | Nguyễn Văn Bằng | 93 - Vũ Trọng Khánh - Ngô Quyền Hải Phòng | ĐT: 0982 262 081",bonbanh,2025-12-22
  Xe cũ 2019   Mitsubishi Outlander 2.0 CVT - 2019,"https://bonbanh.com/oto/page,4",545 Triệu,"Xe cũ | 2019 | Mitsubishi Outlander 2.0 CVT - 2019 | 545 Triệu | Hưng Yên | Mã: 6545649 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, 7 chỗ ... | Chợ ô tô Văn Giang mới về Mitsubishi Outlander 2019. Xe trang bị: hệ thống điều hòa tự động 2 vùng, màn hình cảm ứng giải trí, chìa khóa thông minh, khởi động bằng nút bấm ... | Liên hệ: | Chợ ô tô Văn Giang Hưng Yên | Văn Giang Hưng Yên | ĐT: 0948 336 666",bonbanh,2025-12-22
  Xe cũ 2022   Toyota Corolla altis 1.8V - 2022  6,"https://bonbanh.com/oto/page,4",655 Triệu,"Xe cũ | 2022 | Toyota Corolla altis 1.8V - 2022 | 655 Triệu | TP HCM | Mã: 6576015 | *Xe nhập khẩu, màu trắng, máy xăng 1.8 L, số tự động, 5 chỗ , đã đi 45,171 km ... | Toyota Corolla Altis 1.8V ( mẫu mới có trang bị TSS ) , Sản xuất 2022 odo : 45.171Km, Pháp Lý : Cá nhân, xe được trang bị thêm phụ kiện : 1. Dán phim cách nhiệt 2. Trải sàn simil 3. ... | Liên hệ: | Toyota Sure An Thành ... | 15 Bùi Thanh Khiết, KP 3, Xã Tân Nhựt TP HCM | ĐT: 0933 555 477 - 0972 314 992",bonbanh,2025-12-22
  Xe cũ 2019   Honda CRV G - 2019  690 Triệu   TP ,"https://bonbanh.com/oto/page,4",690 Triệu,"Xe cũ | 2019 | Honda CRV G - 2019 | 690 Triệu | TP HCM | Mã: 6558288 | *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, 7 chỗ , đã đi 65,000 km ... | Honda CRV 1.5G 2019 Sản xuất 2019 nhập Thái. Một đời chủ. Odo: 65.000km. Xe đẹp không lỗi. Bảo dưỡng đầy đủ. Xe không tai nạn, không ngập nước (cam kết văn bản Công ... | Liên hệ: | Hải Trần Auto | 616/15-17Lê Trọng Tấn, P.Bình Hưng Hòa, Q.Bình Tân TP HCM | ĐT: 0937 330 370",bonbanh,2025-12-22
  Xe cũ 2018   Honda HRV L - 2018  486 Triệu   Hà ,"https://bonbanh.com/oto/page,4",486 Triệu,"Xe cũ | 2018 | Honda HRV L - 2018 | 486 Triệu | Hà Nội | Mã: 6515258 | *Xe nhập khẩu, màu ghi, máy xăng 1.8 L, số tự động, 5 chỗ , đã đi 90,000 km ... | HONDA HR-V 1.8L SX 2018 nhập khẩu THÁI LAN, tên tư nhân, xe đẹp xuất sắc, xe chạy 9vạn, nội thất ghế da xịn theo xe, cam kết ko đâm đụng, không ngập nước máy nguyên bản, có ... | Liên hệ: | Thuận Phát Auto | 299 Nguyễn Xiển - Thanh Xuân Hà Nội | ĐT: 0849 912 222 - 0983 558 006",bonbanh,2025-12-22
  Xe cũ 2019   Hyundai Kona Đặc Biệt 2.0 AT - 2019,"https://bonbanh.com/oto/page,4",460 Triệu,"Xe cũ | 2019 | Hyundai Kona Đặc Biệt 2.0 AT - 2019 | 460 Triệu | Hải Phòng | Mã: 6506484 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 92,000 km ... | Bán xe KONA sản xuất 2019 ATH xe đẹp không lỗi nhỏ một chủ từ mới ai có nhu cầu gọi điện để biết thông tin xe | Liên hệ: | Auto Thuỷ Nguyên | 199 Phố Mới, Tân Dương, Thuỷ Nguyên Hải Phòng | ĐT: 0982 897 225",bonbanh,2025-12-22
  Xe mới 2025   Omoda C5 Luxury 1.5 AT - 2025  485,"https://bonbanh.com/oto/page,4",485 Triệu,"Xe mới | 2025 | Omoda C5 Luxury 1.5 AT - 2025 | 485 Triệu | Hải Phòng | Mã: 6468412 | *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, 5 chỗ ... | Omoda C5 Luxury hoàn toàn mới => Khuyến Mãi Giảm 100% lệ phí trước bạ - Có hỗ trợ trả góp - Giao xe toàn quốc - Đủ màu lựa chọn *** Quý Khách Hàng vui lòng liên hệ trực ... | Liên hệ: | Omoda & Jaecoo Hải Phòng | 50 Điện Biên Phủ, Hồng Bàng Hải Phòng | ĐT: 0899 733 367",bonbanh,2025-12-22
  Xe cũ 2014   Toyota Fortuner 2.7V 4x2 AT - 2014 ,"https://bonbanh.com/oto/page,4",429 Triệu,"Xe cũ | 2014 | Toyota Fortuner 2.7V 4x2 AT - 2014 | 429 Triệu | TP HCM | Mã: 6446656 | *Xe lắp ráp trong nước, màu bạc, máy xăng 2.7 L, số tự động, 7 chỗ , đã đi 120,000 km ... | H2T Auto mới về: - Toyota Fortuner 2.7V 4x2 AT 2014 máy xăng, số tự động, 1 cầu - ODO: 12 vạn km - Xe sẵn giao toàn quốc 1-3 ngày - Thủ tục sang tên, pháp lý rõ ràng - ﻿﻿Cam ... | Liên hệ: | H2T Auto | 70 đường 15, KĐT Vạn Phúc, Hiệp Bình TP HCM | ĐT: 0988 088 380",bonbanh,2025-12-22
  Xe cũ 2022   Toyota Corolla Cross 1.8V - 2022  7,"https://bonbanh.com/oto/page,4",705 Triệu,"Xe cũ | 2022 | Toyota Corolla Cross 1.8V - 2022 | 705 Triệu | Phú Thọ | Mã: 6348794 | *Xe nhập khẩu, màu xanh, máy xăng 1.8 L, số tự động, 5 chỗ ... | XẾ HỘP QUA SỬ DỤNG CHÍNH HÃNG CỦA TOYOTA PHÚ THỌ TOYOTA COROLLA CROSS 1.8V - 2022 ——————————- – Năm sản xuất: 2022 – Hộp số: Số tự động – Màu: Xanh xám, ... | Liên hệ: | Toyota Sure Phú Thọ | 286 Nguyễn Tất Thành, Thanh Miếu , Việt Trì Phú Thọ | ĐT: 0932 511 919 - 0904 651 919",bonbanh,2025-12-22
  Xe mới 2025   Hyundai Creta Đặc biệt 1.5 AT - 20,"https://bonbanh.com/oto/page,4",623 Triệu,"Xe mới | 2025 | Hyundai Creta Đặc biệt 1.5 AT - 2025 | 623 Triệu | Hà Nội | Mã: 6283621 | *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, 5 chỗ ... | HYUNDAI NEW CRETA ĐẶC BIỆT 2025, BẢN MỚI NHẤT Xe được bảo hành 5 năm hoặc 100.000 km (tùy điều kiện nào đến trước). Nhân dịp New Creta ra mắt, Hyundai Thành Công Việt Nam ... | Liên hệ: | Hyundai Hà Đông | Do Lộ, Phường Yên Nghĩa, Quận Hà Đông Hà Nội | ĐT: 0932 363 628 - 0963 523 999",bonbanh,2025-12-22
  Xe mới 2025   Hyundai Stargazer Tiêu chuẩn 1.5 A,"https://bonbanh.com/oto/page,4",453 Triệu,"Xe mới | 2025 | Hyundai Stargazer Tiêu chuẩn 1.5 AT - 2025 | 453 Triệu | TP HCM | Mã: 6189006 | *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, 7 chỗ ... | Hyundai Stargazer 2025 tiền ít - thịt nhiều- ---7 chỗ bằng giá 5 chỗ -- * Sẵn xe : * Là Đại Lý có kho xe lớn nhất Miền Nam. Kho xe có máy che không để xe ngoài nắng mưa - + ... | Liên hệ: | Hyundai Gia Định - CN Quận 6 | 94-96 Phạm Đình Hổ, Phường 2, Quận 6 TP HCM | ĐT: 0902 696 114",bonbanh,2025-12-22
